in_demand,state,amount_raised_usd,audio,art,podcasts_vlogs,launched,currency_HKD
False,0,1.3639665055291792e-05,0,0,0,0.7987927348897488,False
False,0,1.2787185989336054e-05,0,0,0,0.8574506681192018,False
False,0,1.818622007372239e-06,0,0,0,0.4573798942975804,False
False,0,1.1195891732885343e-05,0,0,0,0.2943906507310512,False
False,0,0.0003082564302495,0,0,0,0.4959911560179648,False
False,0,2.021992140569964e-05,0,0,0,0.8035749345037715,False
False,0,7.616252719150432e-06,0,0,0,0.6069711901656412,False
True,1,0.0162080708171409,0,0,0,0.9868950864689764,False
False,0,0.0001117315895779,0,0,0,0.4770975562827519,False
False,0,9.456834438335643e-05,0,0,0,0.9767320977980684,False
False,0,3.8919084456802986e-05,0,0,0,0.7868243696036927,False
False,0,3.2962523883621834e-06,0,0,0,0.5007553648583078,False
False,0,0.0008865213966562,0,0,0,0.6358583458484057,False
False,0,2.5517540040941727e-05,0,0,0,0.5011748575730932,False
False,0,0.0001303724651534,0,0,0,0.9002422123986165,False
False,0,6.194681212611689e-06,0,0,0,0.4799237700088463,False
False,0,8.638454535018134e-06,0,0,0,0.4954639012928341,False
False,0,2.3698918033569488e-05,0,0,0,0.8652066355198462,False
False,0,3.3530843260925657e-06,0,0,0,0.5993406969582384,False
False,0,2.0477511230715148e-05,0,0,0,0.5189646403848949,False
False,0,0.0003738973183281,0,0,0,0.8780440988036702,False
False,1,0.0032362946940566,0,0,0,0.9055911554335428,False
False,0,4.5465550184305976e-06,0,0,0,0.4971197056120049,False
False,0,2.8074977238808937e-05,0,0,0,0.8809860174728801,False
True,1,0.0032567541916395,0,0,0,0.9411616266158056,False
False,0,9.547765538704256e-05,0,0,0,0.9101377570132304,False
False,0,1.932285882833004e-06,0,0,0,0.4842162255989528,False
False,0,3.1489648340403784e-06,0,0,0,0.660259892760255,False
False,0,0.0008615810192465,0,0,0,0.7479491771663351,False
False,1,0.0015387815459878,1,0,0,0.6800106172804705,False
False,0,2.864329661611276e-05,0,0,0,0.5687909517230096,False
False,0,0.0001389540877507,0,0,0,0.705606705751963,False
False,1,0.0006376543413348,0,0,0,0.9542665370513764,False
False,0,7.211972897985535e-05,0,0,0,0.5394455853975195,False
False,0,6.148895943326951e-06,0,0,0,0.3581207841978902,False
False,0,1.037818009966444e-05,0,0,0,0.4963656779894565,False
False,0,8.320195683727993e-05,0,0,0,0.4790819615260062,False
False,0,1.1006569279554557e-05,0,0,0,0.4678136763050844,False
False,0,0.0001532189041211,0,0,0,0.6332039019127915,False
True,0,0.0001001330820391,0,0,0,0.9791391221637856,False
False,0,9.604597476434636e-06,0,0,0,0.6960041953047931,False
False,0,2.09327760154296e-05,0,0,0,0.7653445063838431,False
False,0,1.5287791249472882e-05,0,0,0,0.8898117734805089,False
False,0,0.0001650967791067,0,0,0,0.995720845572059,False
False,0,0.0002083663366256,0,0,0,0.8347176602207629,False
False,0,0.0001777485970957,0,0,0,0.5392687081093488,False
False,0,2.109891321720924e-06,0,0,0,0.547694045584473,False
False,0,0.0002114928686827,0,0,0,0.9301962933942064,False
False,0,0.0012279676785403,0,0,0,0.8384619203452122,False
False,0,0.0001030363031051,0,0,0,0.7450056921978341,False
False,1,0.0004149829630606,0,0,0,0.8173335922617984,False
False,0,8.587322472640242e-07,0,0,0,0.6930200113183389,False
False,0,0.0007087510954355,0,0,0,0.9917091382958638,False
False,0,1.477630380989944e-06,0,0,0,0.5354007134363261,False
True,1,0.0031458750811275,0,0,0,0.9876974310196688,False
False,0,1.545828706266403e-05,0,0,0,0.5106898038416912,False
False,0,4.885965416067576e-05,0,0,0,0.5041258025836743,False
False,0,4.119346746769995e-05,0,0,0,0.9047888139783042,False
False,0,4.3419600426012206e-05,0,0,0,0.5072579089895797,False
False,0,4.546555018430597e-05,0,0,0,0.6233698051385623,False
False,0,6.564088807859176e-05,0,0,0,0.2464307088168578,False
False,0,0.0003653725276686,0,0,0,0.8248221156061488,False
False,0,1.2465182507143404e-05,0,0,0,0.5104238115529238,False
False,0,0.0001174582504694,0,0,0,0.4986370565028979,False
False,0,5.796857648499012e-06,0,0,0,0.601388311354718,False
True,0,0.0002944179925585,0,0,0,0.9173588301103814,False
False,0,0.0001827598127821,0,0,0,0.7835291916306453,False
False,0,5.427450053251526e-05,0,0,0,0.6002185612793145,False
False,0,7.047160278567426e-06,0,0,0,0.6088949864363125,False
False,0,3.688392758701822e-05,0,0,0,0.7698398967866966,False
False,0,0.0003734426628263,0,0,0,0.9400918380088203,False
False,0,4.7397836067138976e-05,0,0,0,0.5347578652043943,False
False,0,0.0024572424916485,0,0,0,0.6377167228123053,False
False,0,5.114874395734422e-07,0,0,0,0.4895120258942826,False
False,0,9.14425878081854e-05,0,0,0,0.994383609813327,False
False,0,4.597647830723421e-05,0,0,0,0.535507692297025,False
False,0,2.278960702988337e-05,0,0,0,0.7560487770115358,False
False,0,0.0017991854846684,0,0,0,0.9259171389662644,False
False,0,5.393350890613296e-05,0,0,0,0.4848848063328814,False
False,0,0.0002052769590821,0,0,0,0.855578538056978,False
False,0,1.1707379172458788e-05,0,0,0,0.868416001340802,False
True,1,0.006229803350129,0,0,0,0.9408941794640596,False
False,0,0.001328072363934,0,0,0,0.7654690271775157,False
False,0,0.0001653241068576,0,0,0,0.8245546684544021,False
False,0,2.835913692746085e-05,0,0,0,0.5390711408123554,False
False,0,0.0020502121536235,0,0,0,0.8194731725712217,False
False,0,3.40423307004991e-05,0,0,0,0.5032355100182206,False
True,1,0.0060870079530504,0,0,0,0.9917091352004102,False
False,0,0.0003469021479062,0,0,0,0.4548297949920385,False
False,0,2.8074977238808937e-05,1,0,0,0.7169336560008928,False
False,0,0.0001495248281686,0,0,0,0.4909333558286102,False
False,0,0.0002189479453848,0,0,0,0.7666935482008705,False
False,0,4.3703760114664114e-05,0,0,0,0.3390317313601825,False
False,0,5.791174454725973e-05,0,0,0,0.4794884409557696,False
False,0,0.000110651782761,0,0,0,0.5671858075900129,False
False,0,1.727690907003627e-05,0,0,0,0.9652318702729764,False
False,0,3.981722427270086e-05,0,0,0,0.9986627642412688,False
False,0,2.9211615993416583e-05,0,0,0,0.4336211491858659,False
False,0,3.67763794344506e-06,0,0,0,0.985825300957444,False
False,0,2.4949220663637903e-05,0,0,0,0.9473129111059712,False
False,0,4.2875789016122605e-05,0,0,0,0.4959676150967951,False
False,0,3.303207201279447e-05,0,0,0,0.685300647651137,False
False,0,4.199880198275264e-05,0,0,0,0.5478737892622556,False
False,0,1.2673522113875287e-05,0,0,0,0.7412243825946909,False
False,0,1.244619436295376e-05,0,0,0,0.7215074016092107,False
False,0,1.7617900696418565e-06,0,0,0,0.4601817932392196,False
False,0,2.5688035854132877e-05,0,0,0,0.7263934320080843,False
False,0,7.524548555502639e-05,0,0,0,0.641732512991199,False
False,0,0.0002694970487174,0,0,0,0.9537316427478836,False
False,0,0.0007685951258656,0,0,0,0.8218801969369389,False
True,1,0.0169709259172958,0,0,0,0.9355452364291326,False
False,0,3.773640665297396e-05,0,0,0,0.6264789804275672,False
False,0,0.0012911647932965,0,0,0,0.9149518057446652,False
False,1,0.0001004220339695,0,0,0,0.8026790205954057,False
False,0,4.773882769352128e-06,0,0,0,0.5803305100757647,False
False,0,2.2325482538787543e-05,0,0,0,0.654656986367482,False
True,1,0.0359066258064772,0,0,0,0.8871372988675921,False
False,0,4.185058511956339e-05,0,0,0,0.906393496888782,False
False,0,0.0006819264208268,0,0,0,0.9168239358068888,False
False,0,0.006814944981001,1,0,0,0.6362858403095721,False
False,0,2.0118505956555392e-05,0,0,0,0.643889694047207,False
False,0,4.995527326500619e-05,0,0,0,0.7172289993763838,False
False,1,0.0272124389198749,0,0,0,0.7986122916395546,False
False,0,3.637244014744478e-05,0,0,0,0.7358456303459757,False
False,0,1.682624228333622e-05,0,0,0,0.486590989151991,False
False,0,0.0004835829581478,0,0,0,0.892486244997972,False
False,0,2.1539304399814957e-05,0,0,0,0.4874616070172539,False
False,0,3.318985163454336e-05,0,0,0,0.5703150197472269,False
False,1,0.0313849261241641,1,0,0,0.2576474237883808,False
False,0,1.4151152494865231e-05,0,0,0,0.8020761965726413,False
False,0,0.000246195954248,0,0,0,0.994383609813327,False
False,0,3.546312914375866e-05,0,0,0,0.8082749281686166,False
False,0,1.3443206143057712e-05,0,0,0,0.7889500110876035,False
False,0,1.079806816877267e-06,0,0,0,0.5890927597666673,False
False,0,0.0004530642075866,0,0,0,0.6173726463559497,False
False,0,0.0006439551378174,0,0,0,0.9312660820011917,False
True,1,0.008431699945555,0,0,0,0.8363223431312417,False
False,0,0.0002687582335269,0,0,0,0.5759090452849254,False
True,0,0.000209937177976,0,0,0,0.9630922930590052,False
False,0,2.926640223570109e-05,0,0,0,0.4810229127980081,False
False,0,0.0011491417809083,0,0,0,0.7296941167922766,False
True,1,0.0036483262426019,0,0,0,0.9296613990907135,False
False,0,5.342202146655952e-06,0,0,0,0.585990118979252,False
False,0,8.638454535018134e-06,0,0,0,0.5990292603218457,False
False,0,0.0001130318271336,0,0,0,0.6873761706531738,False
False,0,2.784764948788741e-06,0,0,0,0.4865945055867637,False
False,0,2.7486132465588016e-05,0,0,0,0.4491297316113973,False
False,1,0.0908883627514387,0,0,0,0.8210778554817004,False
False,0,4.836397900855548e-05,0,0,0,0.7426077313189268,False
False,0,1.200372746051997e-06,0,0,0,0.4596168111311556,False
False,0,7.61547965587125e-06,0,0,0,0.6995179339380648,False
True,1,0.0005896881858904,0,0,0,0.9839531708952204,False
False,0,1.727690907003627e-05,0,0,0,0.8911490092392409,False
False,0,1.2383328014634483e-05,0,0,0,0.4958190828730755,False
True,1,0.0111360451483605,0,0,0,0.9007771036066554,True
False,0,2.421040547314293e-05,0,0,0,0.5524057772076452,False
False,0,3.929807060330153e-05,0,0,0,0.5207842220345267,False
False,0,0.000112754564457,0,0,0,0.9513246183821664,False
False,0,0.0006977256995159,0,0,0,0.8379270260417195,False
True,1,0.000682949395706,0,0,0,0.9884997693794544,False
False,1,0.0692469313595222,0,0,0,0.9882323253231612,False
False,0,4.4724276862746834e-05,0,0,0,0.5024009851366307,False
False,0,3.7452246964322046e-05,0,0,0,0.5141793886540711,False
False,0,1.130955560834611e-05,0,0,0,0.9454407810437476,False
False,0,0.0003511077112983,0,0,0,0.6600013543226604,False
False,0,3.773640665297396e-05,0,0,0,0.6447153566464419,False
False,0,0.0001369696652659,0,0,0,0.7628665125638658,False
False,0,6.963248381007512e-06,0,0,0,0.985825300957444,False
False,0,7.16650734780123e-05,0,0,0,0.7521451258137333,False
True,1,0.0254896923914538,0,0,0,0.996255736780098,False
False,0,2.2732775092152988e-06,0,0,0,0.2790571657081315,False
False,0,4.540871824657559e-05,0,0,0,0.5424317349967209,False
False,0,3.205321287993571e-05,0,0,0,0.2192763970911437,False
False,0,4.205563392048303e-06,0,0,0,0.5522236221718622,False
False,0,7.138091378936038e-05,0,0,0,0.8973002937294066,False
False,0,1.9891178205633866e-06,0,0,0,0.9914416911441172,False
False,0,4.3419600426012206e-05,0,0,0,0.6619367585426259,False
False,0,0.0001494111642931,0,0,0,0.5677717273431515,False
False,0,8.467958721826988e-06,0,0,0,0.9539990898996304,False
False,0,0.0001795320912902,0,0,0,0.7282695242503339,False
False,0,2.693833848420129e-05,0,0,0,0.8483574649598262,False
False,0,0.0002081821600003,0,0,0,0.5818263320900323,False
False,0,0.0001046275973616,0,0,0,0.5967615932567263,False
False,1,0.1616441252257648,1,0,0,0.7802696330369399,False
False,0,7.337003160992377e-05,0,0,0,0.5412631580980598,False
False,0,8.467958721826988e-06,0,0,0,0.4708448399839238,False
True,1,0.0141892298931445,0,0,0,0.9588131355356112,False
False,0,2.097098502251113e-05,0,0,0,0.5139722471204999,False
False,0,6.4788409012636015e-06,0,0,0,0.5027663786167977,False
False,0,4.2737617173247615e-05,0,0,0,0.6977134488134231,False
False,0,8.189012036051565e-05,0,0,0,0.99705808133079,False
False,0,2.693833848420129e-05,0,0,0,0.4710870591925369,False
False,0,1.10915866064043e-05,0,0,0,0.7850839263091718,False
False,0,4.898913032358968e-05,0,0,0,0.8250895627578947,False
False,0,4.7568331880330126e-05,0,0,0,0.5672185822479143,False
False,0,8.7521184104789e-06,0,0,0,0.5985284500529353,False
False,0,1.818622007372239e-06,0,0,0,0.5160397436125308,False
False,0,0.0006619784106834,0,0,0,0.9577433500240788,False
False,0,0.0003750339570827,0,0,0,0.7303151327931756,False
False,0,5.6097771408593214e-05,0,0,0,0.6741218674579095,False
False,0,1.1877874985649936e-05,0,0,0,0.6875734438821182,False
False,0,9.771517918737912e-05,0,0,0,0.9954533984203122,False
False,0,3.4610650077802924e-05,0,0,0,0.988767219626654,False
False,0,0.0002292164435077,0,0,0,0.6010300683713163,False
False,0,0.0001774033460597,0,0,0,0.8194731725712217,False
False,0,0.0,0,0,0,0.4604339240888038,False
False,0,0.0001732805781399,0,0,0,0.8208104083299537,False
False,0,0.0001820895284881,0,0,0,0.5807725965030581,False
False,0,0.0001926936129631,0,0,0,0.55979177295292,False
False,0,1.827331474259601e-05,0,0,0,0.5989709079346053,False
False,1,0.0038321207292219,0,0,0,0.669801630175825,False
False,0,6.461791319944488e-05,0,0,0,0.7876801138165934,False
True,1,0.0097245128650457,0,0,0,0.9582782412321188,False
False,0,2.864329661611276e-05,0,0,0,0.994383609813327,False
True,0,0.0003521875181151,0,0,0,0.8585204536307343,False
False,0,6.819832527645896e-06,0,0,0,0.6826205981271061,False
False,1,0.0015054510076082,0,0,0,0.9379522607948498,False
False,0,5.626361835307864e-06,0,0,0,0.604563515754764,False
False,0,3.117123903583561e-06,0,0,0,0.7111952059057982,False
False,0,0.0001625393419088,0,0,0,0.8817883589281186,False
False,0,7.047160278567426e-06,0,0,0,0.5106549273711041,False
False,0,4.7345779942555535e-05,0,0,0,0.6436475336522038,False
False,0,2.8018145301078557e-05,0,0,0,0.5715000458839024,False
False,0,6.836882108965011e-05,0,0,0,0.8799162288658948,False
False,0,0.0001648126194181,0,0,0,0.4805317170065661,False
False,0,6.365177025802836e-06,0,0,0,0.5830769013516042,False
False,0,0.0001261100698237,0,0,0,0.4889565994500779,False
False,1,0.0018578360444062,0,0,0,0.909602862709738,False
False,0,7.047160278567426e-06,0,0,0,0.5727376916285927,False
False,0,0.0002324422209164,0,0,0,0.540595286222902,False
False,0,0.0003344292836468,0,0,0,0.6978105531785879,False
False,0,0.0002251260186691,0,0,0,0.8373921317382269,False
False,0,0.0005686603689302,0,0,0,0.9868950895644292,False
False,0,0.0004210678266444,0,0,0,0.8611949282436511,False
False,0,2.671101073327976e-06,0,0,0,0.6153018872563036,False
False,0,3.868351970116989e-05,0,0,0,0.3876092780859084,False
False,0,0.0001261669017614,0,0,0,0.8943583750601967,False
False,0,1.1423219483806876e-05,0,0,0,0.6105276181932391,False
False,0,6.956229178198815e-05,0,0,0,0.9553363256583616,False
False,0,1.699274938138436e-05,0,0,0,0.8836604889903432,False
False,0,5.8195904235911646e-05,0,0,0,0.5676499584073245,False
False,0,0.0001496953239818,0,0,0,0.5972612365398016,False
False,0,1.5799278689046327e-05,0,0,0,0.6500333761044477,False
False,0,0.0001874885625725,0,0,0,0.990104455385386,False
False,0,0.0001125431724339,0,0,0,0.6774989820757105,False
False,0,1.1877874985649936e-05,0,0,0,0.4811602209086238,False
False,0,9.036278099130812e-06,0,0,0,0.5644968245882049,False
True,0,0.0099967296077649,0,0,0,0.916823932711436,False
False,0,2.1539304399814957e-05,0,0,0,0.9133471228341864,False
False,0,0.0003421282651369,0,0,0,0.7871756540084238,False
False,0,9.036278099130812e-06,0,0,0,0.2187938345185234,False
False,0,2.5517540040941727e-05,0,0,0,0.566581999213148,False
False,0,7.103992216297809e-06,0,0,0,0.6402329578604391,False
False,0,5.114874395734422e-05,0,0,0,0.5879730879322462,False
False,1,0.0150962107873837,1,0,0,0.5314325870449625,False
False,0,0.0001090323953346,0,0,0,0.9569410085688396,False
False,1,0.0028554638793253,0,0,0,0.3624062038229976,False
False,1,0.0057655432508095,1,0,0,0.7072463982375137,False
False,0,0.0001462285757802,0,0,0,0.5237188973433762,False
True,1,0.0091763688256362,0,0,0,0.9368824690924108,False
False,0,3.489480976645483e-05,0,0,0,0.4804934014875348,False
False,0,4.114632291679691e-05,0,0,0,0.4729403719950911,False
False,0,2.356570961696153e-06,0,0,0,0.5878385316794779,False
False,0,0.0006207184238912,0,0,0,0.7040573231119245,False
False,0,2.739299398604435e-05,0,0,0,0.9812786993777562,False
False,0,1.932285882833004e-06,0,0,0,0.52894947953639,False
False,0,0.0002008440679391,0,0,0,0.7072627608028395,False
False,0,5.8780347263284985e-05,0,0,0,0.5451820141617105,False
False,0,0.0001770883179678,0,0,0,0.8772417573484308,False
False,0,3.699759146247899e-05,0,0,0,0.977534439253308,False
False,0,1.1025395919694196e-05,0,0,0,0.8927536921497188,False
False,0,0.0002573918459809,0,0,0,0.775660008031215,False
False,0,2.6597346857818996e-05,0,0,0,0.6771935258547943,False
False,0,0.0001522527611796,0,0,0,0.8010611170045445,False
False,0,0.0001026953114788,0,0,0,0.5744287964954324,False
False,0,0.0001847606295614,0,0,0,0.6570264443138285,False
False,0,0.0007134008252253,0,0,0,0.8876721962665384,False
False,0,5.0523592642310014e-05,0,0,0,0.4741642925005358,False
False,0,3.2621532257239536e-05,0,0,0,0.9922440325993565,False
False,0,3.063241443667615e-05,0,0,0,0.7723344698537193,False
True,0,0.000836395627578,0,0,0,0.915486696952704,False
False,0,0.0001119589173288,0,0,0,0.6845032124891333,False
False,0,1.704958131911474e-06,0,0,0,0.6813463796035046,False
False,0,0.0001295768180252,0,0,0,0.6882293673081357,False
False,0,0.0003645768805404,0,0,0,0.4989517712241715,False
False,0,0.0001499226517327,0,0,0,0.9510571712304206,False
False,0,2.2164455714849165e-06,0,0,0,0.630453303916128,False
False,0,5.885626459339011e-05,0,0,0,0.4729667112059035,False
True,1,0.0047625732137437,1,0,0,0.7122268616254877,False
False,0,1.699274938138436e-05,0,0,0,0.9981278699377754,False
False,1,0.0074729451560434,1,0,0,0.7199828290261312,False
False,0,6.171948437519536e-05,0,0,0,0.8705555785547725,False
False,0,3.3076187759082594e-05,0,0,0,0.4360037380444543,False
False,0,0.000106218891618,0,0,0,0.6937897359837866,False
False,0,0.0001857836044406,0,0,0,0.5124158316109151,False
False,0,3.609001804421305e-05,0,0,0,0.956138667113601,False
False,0,8.985129355173468e-05,0,0,0,0.5441699619467899,False
False,1,0.000488811496419,0,0,0,0.890079217536802,False
False,0,0.0001091173204423,0,0,0,0.3869351379181314,False
False,0,4.717050831621745e-06,0,0,0,0.5955061796109824,False
